id,y,longitude,latitude,z,nn0,nn1,nn2,nn3,nn4,nn5,nn6,nn7,nn8,nn9,nn10,nn11,nn12,nn13,nn14,nn15,nn16,nn17,nn18,nn19,nn20,nn21,nn22,nn23,nn24,nn25,nn26,nn27,nn28,nn29
62,-0.832016406,12.5,17.5,0.581823727,-0.794130272,-0.794081555,-0.844501725,-0.844653098,-0.832475282,-0.832357026,-0.730511249,-0.83263343,-0.731069472,-0.730823384,-0.832633653,-0.832382679,-0.641253362,-0.794673052,-0.641185501,-0.793698782,-0.794071201,-0.793686362,-0.845499635,-0.845475261,-0.832449153,-0.730159131,-0.526857323,-0.832610071,-0.793994626,-0.641629699,-0.793685069,-0.527836948,-0.832567736,-0.730340274
63,-0.844501725,17.5,17.5,1.399736827,-0.832016406,-0.832357026,-0.83263343,-0.832633653,-0.844653098,-0.794673052,-0.794130272,-0.845475261,-0.793686362,-0.793698782,-0.793685069,-0.794081555,-0.832475282,-0.731069472,-0.832610071,-0.832003722,-0.730511249,-0.73042771,-0.832382679,-0.730159131,-0.844949051,-0.641253362,-0.845499635,-0.641905019,-0.730473383,-0.730823384,-0.731067668,-0.730340274,-0.794071201,-0.641185501
64,-0.832633653,22.5,17.5,-0.727292059,-0.845475261,-0.844501725,-0.793685069,-0.794673052,-0.832003722,-0.73042771,-0.83263343,-0.832357026,-0.730159131,-0.832610071,-0.730473383,-0.832016406,-0.794284667,-0.844949051,-0.793686362,-0.844653098,-0.793698782,-0.642061542,-0.641905019,-0.794130272,-0.731069472,-0.832504028,-0.832382679,-0.527460557,-0.64149299,-0.641254965,-0.794176092,-0.794081555,-0.731067668,-0.730511249
65,-0.793685069,27.5,17.5,1.302542632,-0.832003722,-0.832633653,-0.73042771,-0.730473383,-0.794673052,-0.642061542,-0.845475261,-0.794284667,-0.844949051,-0.641905019,-0.641254965,-0.844501725,-0.730159131,-0.832610071,-0.832504028,-0.83263343,-0.527460557,-0.73073327,-0.526827031,-0.832357026,-0.794237198,-0.793686362,-0.388054737,-0.793698782,-0.526926624,-0.527385071,-0.832506807,-0.832016406,-0.387768391,-0.845295283
66,-0.730473383,32.5,17.5,0.33584812,-0.642061542,-0.641254965,-0.793685069,-0.794284667,-0.73042771,-0.832003722,-0.73073327,-0.526827031,-0.832633653,-0.526926624,-0.527460557,-0.832504028,-0.794237198,-0.388054737,-0.845475261,-0.64128446,-0.794673052,-0.844949051,-0.387768391,-0.641905019,-0.730545805,-0.730159131,-0.832610071,-0.222141045,-0.387220354,-0.844501725,-0.387048456,-0.845295283,-0.83275254,-0.222414777
67,-0.641254965,37.5,17.5,1.038506099,-0.730473383,-0.526926624,-0.73073327,-0.526827031,-0.64128446,-0.642061542,-0.387768391,-0.794284667,-0.387220354,-0.388054737,-0.794237198,-0.793685069,-0.73042771,-0.222056855,-0.832003722,-0.832504028,-0.526958995,-0.527460557,-0.222141045,-0.730545805,-0.844949051,-0.641905019,-0.641632494,-0.032067463,-0.832633653,-0.222414777,-0.83275254,-0.222805874,-0.845295283,-0.794653309
68,-0.526926624,42.5,17.5,0.920728568,-0.641254965,-0.387220354,-0.387768391,-0.64128446,-0.526958995,-0.222056855,-0.73073327,-0.526827031,-0.222141045,-0.730545805,-0.730473383,-0.222805874,-0.794237198,-0.642061542,-0.641632494,-0.794284667,-0.388054737,-0.387055656,-0.031603112,-0.032067463,-0.527343984,-0.527460557,-0.832504028,0.184476164,-0.793685069,-0.031305729,-0.031809704,-0.794653309,-0.222414777,-0.83275254
69,-0.387220354,47.5,17.5,0.720878163,-0.222056855,-0.222805874,-0.526926624,-0.526958995,-0.387768391,-0.64128446,-0.387055656,-0.031603112,-0.031809704,-0.032067463,-0.641632494,-0.641254965,0.183893748,-0.526827031,-0.730545805,-0.527343984,-0.222141045,-0.22259972,-0.73073327,0.184476164,0.426012133,-0.794237198,-0.387501014,-0.388054737,0.18454937,-0.730550141,0.184220736,-0.730473383,-0.794284667,0.426173225
70,-0.222805874,52.5,17.5,-1.043118939,-0.031603112,-0.387220354,-0.031809704,-0.387055656,0.183893748,-0.22259972,-0.222056855,-0.526958995,0.184476164,-0.527343984,-0.526926624,0.18454937,-0.641632494,-0.031456185,0.426012133,-0.64128446,-0.387768391,-0.032067463,0.426191085,-0.387501014,-0.222141045,0.692963823,-0.222603894,-0.730545805,-0.641419656,0.426173225,0.425268339,-0.641254965,0.692910262,0.184752682
71,-0.031809704,57.5,17.5,-0.090186387,-0.22259972,0.18454937,0.183893748,-0.222805874,-0.031456185,-0.031603112,-0.387055656,0.426191085,-0.387220354,-0.387501014,0.425268339,0.426012133,0.692963823,0.69283147,-0.526958995,0.184752682,-0.222603894,0.184476164,-0.222056855,-0.527343984,-0.032009485,-0.641632494,0.984493666,-0.032067463,-0.527571728,-0.526926624,0.692910262,0.692264196,0.984284507,-0.387555806
72,0.18454937,62.5,17.5,0.623518162,-0.031456185,-0.031809704,0.426191085,0.425268339,-0.22259972,0.184752682,0.183893748,0.69283147,0.692963823,0.692264196,-0.222805874,-0.222603894,-0.032009485,0.426012133,0.984493666,-0.031603112,0.425227378,-0.387501014,0.984829954,-0.387055656,0.183746388,1.302701628,0.184476164,-0.527343984,0.984284507,-0.387555806,-0.387220354,0.985063362,0.692910262,-0.2219086
73,0.425268339,67.5,17.5,-0.953523358,0.692264196,0.18454937,0.69283147,0.184752682,-0.031456185,0.426191085,0.425227378,0.984829954,0.985063362,-0.032009485,-0.031809704,0.984493666,1.302701628,0.692141296,0.692963823,1.30259452,0.183893748,-0.222603894,0.183746388,-0.22259972,0.425493186,-0.387501014,1.645037948,0.426012133,1.302808904,-0.2219086,-0.222805874,1.302315869,0.984284507,-0.387555806
74,0.692264196,72.5,17.5,-0.542828815,0.425227378,0.984829954,0.985063362,0.425268339,1.30259452,0.692141296,0.69283147,0.184752682,1.302701628,0.183746388,1.302808904,0.18454937,-0.032009485,-0.031456185,0.984493666,0.426191085,1.645037948,0.425493186,0.984324326,1.645860117,0.692277448,2.013680498,0.692963823,-0.222603894,-0.031260003,-0.031809704,1.64576816,1.645473236,0.183800281,0.183893748
75,0.985063362,77.5,17.5,0.580996498,1.30259452,1.302808904,0.692264196,0.692141296,1.645860117,0.984829954,0.984324326,0.425227378,1.645037948,0.425493186,0.425268339,1.64576816,1.302701628,2.013680498,0.69283147,0.183746388,0.184752682,1.301950628,2.014085162,0.692277448,0.984493666,-0.032009485,0.985000749,2.407569877,0.183800281,0.18454937,2.013645953,2.01434145,2.407876835,1.645581408
76,1.302808904,82.5,17.5,0.768178738,1.64576816,1.645860117,0.984324326,0.985063362,1.30259452,2.014085162,1.301950628,0.692141296,2.013645953,0.692264196,0.692277448,2.013680498,1.645581408,0.985000749,2.407569877,0.425227378,1.645037948,2.407876835,0.984829954,0.425493186,1.301958494,2.826940258,0.183746388,1.302701628,2.407809497,0.425268339,2.40749911,0.425623323,2.827041195,0.693000757
77,1.64576816,87.5,17.5,0.463767589,1.302808904,2.014085162,2.013645953,1.301950628,0.984324326,1.645860117,1.645581408,2.407876835,0.985063362,0.985000749,2.40749911,2.407569877,1.30259452,2.013680498,2.826940258,1.301958494,0.692141296,2.01434846,0.692277448,2.827421067,0.425493186,3.272036464,1.645037948,1.645610344,2.827041195,0.693000757,0.692264196,0.984554324,2.407809497,0.425623323
78,2.013645953,92.5,17.5,-0.885776297,2.40749911,2.407876835,1.645581408,1.64576816,2.01434846,2.827421067,2.014085162,1.301950628,1.302808904,1.301958494,2.826940258,2.407569877,3.272036464,1.645610344,0.984324326,0.985000749,1.645860117,0.692277448,2.013680498,3.271690231,0.985063362,0.984554324,1.30259452,0.693000757,3.742664092,1.302429085,0.692141296,2.827041195,0.425623323,2.407809497
79,2.40749911,97.5,17.5,-1.099780899,2.013645953,2.827421067,2.01434846,1.645581408,2.407876835,3.272036464,1.64576816,1.645610344,2.826940258,1.301950628,1.301958494,2.014085162,0.985000749,2.407569877,1.302429085,1.302808904,3.742664092,0.984554324,1.645860117,0.984324326,3.271690231,0.692277448,2.013680498,0.693000757,2.827041195,0.985272431,0.985063362,0.692141296,0.692268271,1.30259452
80,-0.641185501,2.5,22.5,1.51270701,-0.526857323,-0.730511249,-0.730823384,-0.641253362,-0.794081555,-0.388062599,-0.794071201,-0.794130272,-0.527836948,-0.832016406,-0.731069472,-0.832475282,-0.641629699,-0.844653098,-0.222410448,-0.832357026,-0.832449153,-0.38795006,-0.793686362,-0.845499635,-0.844501725,-0.731067668,-0.527549877,-0.83263343,-0.832382679,-0.844504422,-0.845475261,-0.031852684,-0.832633653,-0.832610071
81,-0.730511249,7.5,22.5,0.257921438,-0.794081555,-0.641253362,-0.641185501,-0.794130272,-0.731069472,-0.730823384,-0.526857323,-0.832016406,-0.527836948,-0.832357026,-0.832475282,-0.388062599,-0.844501725,-0.844653098,-0.793686362,-0.794071201,-0.641629699,-0.83263343,-0.731067668,-0.38795006,-0.845499635,-0.845475261,-0.832610071,-0.832382679,-0.832633653,-0.222410448,-0.832449153,-0.527549877,-0.794673052,-0.793698782
82,-0.794130272,12.5,22.5,0.088440229,-0.832357026,-0.730511249,-0.731069472,-0.832016406,-0.641253362,-0.794081555,-0.793686362,-0.844501725,-0.845475261,-0.641629699,-0.641185501,-0.844653098,-0.832633653,-0.832475282,-0.832610071,-0.730823384,-0.527836948,-0.526857323,-0.731067668,-0.83263343,-0.388062599,-0.794176092,-0.794673052,-0.794071201,-0.832003722,-0.832382679,-0.527549877,-0.845499635,-0.793698782,-0.38795006
83,-0.832357026,17.5,22.5,-0.120896538,-0.793686362,-0.844501725,-0.794130272,-0.845475261,-0.731069472,-0.832633653,-0.832016406,-0.832610071,-0.730511249,-0.731067668,-0.832003722,-0.83263343,-0.794673052,-0.794081555,-0.641253362,-0.794176092,-0.793685069,-0.641629699,-0.844653098,-0.844949051,-0.73042771,-0.832506807,-0.832475282,-0.527836948,-0.641185501,-0.793698782,-0.794284667,-0.641707881,-0.526857323,-0.730823384
84,-0.845475261,22.5,22.5,-1.194328895,-0.832357026,-0.832610071,-0.832633653,-0.832003722,-0.793686362,-0.793685069,-0.844949051,-0.844501725,-0.794673052,-0.794176092,-0.794130272,-0.794284667,-0.832504028,-0.832016406,-0.731069472,-0.73042771,-0.730473383,-0.731067668,-0.832506807,-0.83263343,-0.844653098,-0.642061542,-0.641629699,-0.845295283,-0.7308453,-0.730511249,-0.730159131,-0.73073327,-0.794081555,-0.641253362
85,-0.832003722,27.5,22.5,0.611996898,-0.794284667,-0.793685069,-0.844949051,-0.845475261,-0.832633653,-0.832504028,-0.832610071,-0.730473383,-0.73042771,-0.832506807,-0.73073327,-0.832357026,-0.794237198,-0.793686362,-0.845295283,-0.794673052,-0.642061542,-0.844501725,-0.794176092,-0.641254965,-0.83263343,-0.526827031,-0.731067668,-0.83275254,-0.794130272,-0.793719142,-0.64128446,-0.641905019,-0.527460557,-0.526926624
86,-0.794284667,32.5,22.5,-0.217139846,-0.73073327,-0.730473383,-0.832504028,-0.832003722,-0.794237198,-0.844949051,-0.641254965,-0.793685069,-0.845475261,-0.64128446,-0.642061542,-0.845295283,-0.832506807,-0.526926624,-0.526827031,-0.730545805,-0.73042771,-0.832633653,-0.832610071,-0.83275254,-0.387768391,-0.794653309,-0.794673052,-0.794176092,-0.527460557,-0.526958995,-0.832357026,-0.832530885,-0.845215929,-0.388054737
87,-0.73073327,37.5,22.5,-0.182756706,-0.641254965,-0.794237198,-0.64128446,-0.794284667,-0.526926624,-0.730545805,-0.832504028,-0.730473383,-0.526827031,-0.83275254,-0.526958995,-0.832003722,-0.387768391,-0.845295283,-0.641632494,-0.793685069,-0.844949051,-0.794653309,-0.642061542,-0.387220354,-0.73042771,-0.832506807,-0.222056855,-0.730550141,-0.388054737,-0.845475261,-0.387055656,-0.845215929,-0.831969509,-0.527460557
88,-0.64128446,42.5,22.5,0.933346329,-0.730545805,-0.73073327,-0.526926624,-0.526958995,-0.387220354,-0.641254965,-0.794237198,-0.641632494,-0.794653309,-0.387055656,-0.387768391,-0.794284667,-0.222056855,-0.222805874,-0.832504028,-0.527343984,-0.83275254,-0.730550141,-0.526827031,-0.730473383,-0.845295283,-0.031603112,-0.642061542,-0.641419656,-0.222141045,-0.22259972,-0.831969509,-0.832003722,-0.845215929,-0.388054737
89,-0.526958995,47.5,22.5,0.821773111,-0.387055656,-0.641632494,-0.64128446,-0.387220354,-0.730545805,-0.526926624,-0.527343984,-0.222805874,-0.73073327,-0.222056855,-0.22259972,-0.730550141,-0.794237198,-0.641419656,-0.641254965,-0.387501014,-0.794653309,-0.031809704,-0.031603112,-0.387768391,-0.526827031,-0.527571728,0.183893748,-0.83275254,-0.032067463,-0.794284667,-0.031456185,-0.794617656,-0.730661576,-0.730473383
90,-0.387055656,52.5,22.5,1.392116376,-0.526958995,-0.222805874,-0.22259972,-0.527343984,-0.641632494,-0.387501014,-0.031809704,-0.387220354,-0.64128446,-0.031603112,-0.641419656,-0.031456185,-0.730550141,0.18454937,-0.222056855,-0.527571728,-0.730545805,-0.222603894,-0.526926624,0.183893748,0.426191085,-0.387555806,-0.794653309,-0.387768391,-0.730661576,-0.73073327,0.184476164,0.184752682,0.426012133,0.425268339
91,-0.22259972,57.5,22.5,-0.476173923,-0.387055656,-0.387501014,-0.031809704,-0.031456185,-0.222805874,-0.222603894,0.18454937,-0.527343984,0.184752682,-0.527571728,-0.526958995,0.183893748,-0.641419656,0.425268339,-0.641632494,-0.031603112,-0.387555806,-0.032009485,0.426191085,-0.387220354,-0.222056855,-0.2219086,-0.730550141,0.69283147,-0.642201098,-0.64128446,0.425227378,0.426012133,0.692963823,-0.526863801
92,-0.031456185,62.5,22.5,0.650348561,-0.22259972,0.184752682,-0.222603894,0.18454937,-0.387501014,-0.031809704,-0.032009485,0.425268339,-0.387055656,0.426191085,0.425227378,-0.387555806,0.69283147,0.183893748,0.183746388,-0.527343984,-0.222805874,-0.527571728,0.692264196,-0.2219086,-0.031260003,-0.641419656,0.984829954,-0.031603112,0.692963823,-0.526863801,-0.526958995,0.692141296,-0.387693196,0.426012133
93,0.184752682,67.5,22.5,1.391110456,-0.031456185,-0.032009485,0.425268339,0.425227378,0.183746388,-0.222603894,0.18454937,0.692264196,0.69283147,-0.22259972,-0.2219086,0.692141296,0.425493186,-0.031809704,-0.387501014,0.985063362,-0.031260003,0.984829954,-0.387555806,0.426191085,-0.527571728,0.183800281,1.30259452,0.183893748,0.984493666,-0.387055656,0.984324326,-0.387693196,-0.526863801,0.692963823
94,0.425227378,72.5,22.5,-1.110788879,0.183746388,0.692141296,0.184752682,0.692264196,-0.032009485,0.985063362,0.425268339,0.425493186,-0.031260003,0.984829954,-0.031456185,0.984324326,1.302808904,-0.222603894,-0.2219086,1.30259452,0.692277448,0.183800281,0.18454937,0.69283147,1.645860117,0.425623323,0.426191085,-0.387555806,-0.22259595,1.302701628,-0.22259972,1.301950628,-0.387693196,-0.387501014
95,0.692141296,77.5,22.5,-0.860792587,0.984324326,0.425493186,0.985063362,0.425227378,0.183746388,1.302808904,0.692277448,0.692264196,0.184752682,1.30259452,0.183800281,1.301950628,1.645860117,-0.032009485,0.425268339,-0.031260003,0.984829954,0.425623323,0.985000749,1.64576816,0.693000757,2.014085162,0.69283147,-0.2219086,1.645581408,1.645037948,-0.031456185,-0.032244355,1.301958494,2.013680498
96,0.984324326,82.5,22.5,-1.131738681,0.692277448,1.302808904,0.692141296,1.301950628,0.985063362,1.64576816,0.985000749,0.425493186,0.425623323,1.645860117,1.645581408,0.425227378,1.30259452,2.014085162,0.693000757,2.013645953,0.183800281,0.692264196,0.183746388,1.301958494,0.984554324,0.984829954,-0.031260003,2.407876835,2.013680498,0.184752682,2.01434846,0.184248646,2.407569877,0.425318103
97,1.301950628,87.5,22.5,-1.459214,0.984324326,1.64576816,1.645581408,0.985000749,1.301958494,1.302808904,2.013645953,0.692277448,2.01434846,0.692141296,0.693000757,2.014085162,0.984554324,0.425493186,2.407876835,2.40749911,0.425623323,1.645860117,1.645610344,0.985063362,2.827421067,1.302429085,0.183800281,1.30259452,0.425227378,2.407569877,0.425318103,2.013680498,0.184248646,0.692268271
98,1.645581408,92.5,22.5,0.079982553,2.013645953,1.301958494,2.01434846,1.301950628,2.40749911,1.64576816,1.645610344,0.985000749,2.407876835,0.984554324,0.984324326,0.693000757,0.692277448,2.827421067,1.302808904,2.014085162,1.302429085,0.425623323,1.645860117,2.826940258,0.692141296,0.692268271,0.425318103,0.985272431,3.272036464,0.425493186,2.407569877,0.985063362,0.184248646,2.013680498
99,2.01434846,97.5,22.5,0.65320434,2.40749911,1.645610344,1.645581408,1.301958494,2.013645953,2.827421067,1.301950628,1.302429085,0.984554324,2.407876835,0.985000749,1.64576816,0.693000757,2.014085162,3.272036464,0.984324326,0.985272431,2.826940258,0.692268271,0.692277448,1.302808904,0.425318103,2.407569877,0.425623323,1.645860117,0.692141296,0.69252352,3.742664092,3.271690231,0.425918966
100,-0.526857323,2.5,27.5,1.200965376,-0.641253362,-0.641185501,-0.388062599,-0.527836948,-0.730511249,-0.731069472,-0.730823384,-0.222410448,-0.641629699,-0.38795006,-0.794081555,-0.794130272,-0.527549877,-0.832016406,-0.031852684,-0.793686362,-0.794071201,-0.832475282,-0.832357026,-0.222813029,-0.731067668,-0.844653098,-0.844501725,-0.641707881,-0.387473252,-0.832610071,0.184329278,-0.832449153,-0.845499635,-0.845475261
101,-0.641253362,7.5,27.5,1.044751087,-0.526857323,-0.527836948,-0.730511249,-0.731069472,-0.388062599,-0.794130272,-0.641629699,-0.641185501,-0.793686362,-0.38795006,-0.794081555,-0.731067668,-0.832016406,-0.527549877,-0.222410448,-0.832357026,-0.730823384,-0.844501725,-0.641707881,-0.832610071,-0.832475282,-0.222813029,-0.387473252,-0.794176092,-0.845475261,-0.844653098,-0.794071201,-0.031852684,-0.832633653,-0.83263343
102,-0.731069472,12.5,27.5,-1.003208647,-0.641253362,-0.793686362,-0.641629699,-0.794130272,-0.832357026,-0.730511249,-0.731067668,-0.527836948,-0.526857323,-0.832016406,-0.527549877,-0.832610071,-0.388062599,-0.844501725,-0.641707881,-0.845475261,-0.794176092,-0.641185501,-0.794081555,-0.38795006,-0.730823384,-0.832633653,-0.7308453,-0.222410448,-0.844653098,-0.387473252,-0.844949051,-0.83263343,-0.222813029,-0.832475282
103,-0.793686362,17.5,27.5,1.848481902,-0.731069472,-0.832610071,-0.832357026,-0.731067668,-0.794176092,-0.794130272,-0.641629699,-0.845475261,-0.844501725,-0.641707881,-0.844949051,-0.641253362,-0.832506807,-0.527836948,-0.527549877,-0.7308453,-0.832633653,-0.730511249,-0.832003722,-0.832016406,-0.793685069,-0.38795006,-0.794081555,-0.793719142,-0.527511586,-0.832504028,-0.526857323,-0.83263343,-0.844653098,-0.641185501
104,-0.832610071,22.5,27.5,-0.666773409,-0.844949051,-0.794176092,-0.793686362,-0.845475261,-0.832357026,-0.731067668,-0.832506807,-0.832003722,-0.731069472,-0.7308453,-0.832504028,-0.832633653,-0.794284667,-0.641629699,-0.844501725,-0.641707881,-0.793685069,-0.793719142,-0.845295283,-0.794130272,-0.832016406,-0.832530885,-0.527549877,-0.730473383,-0.794673052,-0.641410128,-0.794237198,-0.641253362,-0.73013748,-0.730511249
105,-0.844949051,27.5,27.5,0.105513812,-0.832504028,-0.832610071,-0.832003722,-0.832506807,-0.794284667,-0.845295283,-0.845475261,-0.794176092,-0.793719142,-0.794237198,-0.793685069,-0.793686362,-0.731067668,-0.7308453,-0.832530885,-0.730473383,-0.832357026,-0.83275254,-0.73073327,-0.832633653,-0.845215929,-0.641707881,-0.844501725,-0.641254965,-0.730545805,-0.731069472,-0.73013748,-0.73042771,-0.794653309,-0.64128446
106,-0.832504028,32.5,27.5,-0.422255882,-0.794237198,-0.845295283,-0.794284667,-0.844949051,-0.73073327,-0.832506807,-0.83275254,-0.832003722,-0.832610071,-0.832530885,-0.730473383,-0.730545805,-0.793685069,-0.794176092,-0.845215929,-0.641254965,-0.845475261,-0.64128446,-0.793719142,-0.794653309,-0.526926624,-0.831969509,-0.832633653,-0.7308453,-0.794600845,-0.641632494,-0.793686362,-0.642061542,-0.83207252,-0.526827031
107,-0.794237198,37.5,27.5,-0.122350172,-0.73073327,-0.83275254,-0.730545805,-0.832504028,-0.845295283,-0.794653309,-0.64128446,-0.794284667,-0.641254965,-0.845215929,-0.641632494,-0.844949051,-0.526926624,-0.831969509,-0.730473383,-0.730550141,-0.526958995,-0.832506807,-0.832003722,-0.832530885,-0.793685069,-0.794617656,-0.793719142,-0.387220354,-0.526827031,-0.832610071,-0.527343984,-0.83207252,-0.844959482,-0.642061542
108,-0.730545805,42.5,27.5,0.188193035,-0.794237198,-0.64128446,-0.794653309,-0.641632494,-0.73073327,-0.526958995,-0.730550141,-0.83275254,-0.831969509,-0.527343984,-0.832504028,-0.526926624,-0.641419656,-0.794284667,-0.845295283,-0.641254965,-0.794617656,-0.845215929,-0.387055656,-0.387220354,-0.730473383,-0.832530885,-0.222805874,-0.730661576,-0.844959482,-0.387768391,-0.387501014,-0.844949051,-0.222056855,-0.526827031
109,-0.641632494,47.5,27.5,0.119160958,-0.730545805,-0.730550141,-0.527343984,-0.526958995,-0.387055656,-0.794653309,-0.64128446,-0.641419656,-0.794237198,-0.387220354,-0.794617656,-0.387501014,-0.222805874,-0.22259972,-0.527571728,-0.83275254,-0.730661576,-0.526926624,-0.73073327,-0.831969509,-0.845215929,-0.642201098,-0.641254965,-0.031809704,-0.832504028,-0.222603894,-0.222056855,-0.831898987,-0.794284667,-0.844959482
110,-0.527343984,52.5,27.5,-0.025092551,-0.387501014,-0.387055656,-0.641419656,-0.641632494,-0.526958995,-0.730550141,-0.527571728,-0.22259972,-0.730661576,-0.730545805,-0.222603894,-0.222805874,-0.794653309,-0.031456185,-0.794617656,-0.387220354,-0.642201098,-0.387555806,-0.64128446,-0.031809704,0.18454937,-0.831969509,-0.526863801,-0.526926624,-0.031603112,-0.794237198,-0.794290931,-0.032009485,-0.2219086,0.183893748
111,-0.387501014,57.5,27.5,0.108072728,-0.222603894,-0.22259972,-0.527343984,-0.527571728,-0.031456185,-0.387555806,-0.387055656,-0.641419656,-0.642201098,-0.032009485,-0.641632494,-0.031809704,-0.526863801,-0.526958995,0.18454937,0.184752682,-0.730550141,-0.2219086,-0.222805874,-0.730661576,-0.387693196,-0.794617656,0.425268339,-0.387220354,0.183893748,-0.730545805,0.183746388,-0.730263562,-0.642193494,0.426191085
112,-0.222603894,62.5,27.5,-0.485435236,-0.031456185,-0.387501014,-0.387555806,-0.032009485,0.184752682,-0.527571728,-0.22259972,-0.2219086,-0.527343984,-0.526863801,0.183746388,0.18454937,0.425227378,-0.642201098,-0.387693196,-0.387055656,0.425268339,-0.031809704,-0.031260003,-0.641419656,0.692264196,-0.222805874,-0.730661576,-0.22259595,0.425493186,-0.641632494,-0.642193494,0.426191085,-0.526826532,0.183893748
113,-0.032009485,67.5,27.5,-0.504217131,-0.222603894,0.183746388,-0.2219086,0.184752682,-0.031456185,0.425227378,-0.031260003,-0.387555806,0.425493186,-0.387693196,0.425268339,-0.387501014,0.692264196,0.183800281,-0.527571728,0.18454937,-0.22259595,-0.526863801,0.692141296,-0.22259972,-0.031809704,-0.032244355,0.985063362,-0.642201098,0.69283147,-0.527343984,-0.526826532,0.692277448,0.426191085,-0.642193494
114,0.183746388,72.5,27.5,-1.66109908,0.425493186,0.425227378,-0.031260003,-0.032009485,0.692141296,0.183800281,0.184752682,-0.2219086,-0.22259595,0.692264196,0.692277448,-0.222603894,-0.387693196,-0.387555806,-0.031456185,0.425268339,0.425623323,0.985063362,0.984324326,-0.032244355,0.18454937,0.184248646,-0.526863801,1.302808904,0.985000749,-0.387501014,0.984829954,-0.387169066,-0.222443082,-0.526826532
115,0.425493186,77.5,27.5,-0.382333727,0.183800281,0.183746388,0.692277448,0.692141296,-0.031260003,0.425623323,0.984324326,0.425227378,0.985063362,-0.032009485,0.985000749,-0.032244355,0.693000757,0.184248646,-0.2219086,0.184752682,0.692264196,1.302808904,1.301950628,-0.22259595,0.425318103,1.64576816,-0.387693196,0.425268339,-0.222603894,-0.222443082,1.301958494,1.30259452,-0.031456185,1.645581408
116,0.692277448,82.5,27.5,-0.512650258,0.985000749,0.425623323,0.984324326,0.425493186,0.692141296,0.693000757,0.183800281,1.301950628,0.183746388,1.301958494,0.184248646,1.302808904,1.645581408,0.985063362,0.425227378,-0.031260003,0.984554324,0.425318103,-0.032244355,1.64576816,0.692264196,0.692268271,-0.22259595,2.013645953,-0.032009485,-0.032268436,1.645860117,1.645610344,2.014085162,0.184557355
117,0.985000749,87.5,27.5,2.701891,0.693000757,1.301958494,0.692277448,1.301950628,0.984554324,1.645581408,0.425623323,0.984324326,1.64576816,0.425493186,1.645610344,0.425318103,0.692141296,0.184248646,2.013645953,1.302808904,1.302429085,2.01434846,0.692268271,0.183800281,2.40749911,0.985063362,0.985272431,-0.032244355,0.184557355,2.014085162,0.183746388,2.407876835,-0.032268436,1.645860117
118,1.301958494,92.5,27.5,-1.362116231,0.985000749,0.984554324,1.645610344,1.645581408,0.693000757,1.301950628,2.01434846,1.302429085,2.013645953,0.692277448,0.692268271,0.985272431,0.425318103,0.984324326,0.425623323,2.40749911,1.64576816,1.302808904,0.184248646,0.425493186,0.425918966,2.407876835,0.184557355,0.69252352,2.827421067,0.183800281,0.692141296,2.014085162,1.645860117,-0.032268436
119,1.645610344,97.5,27.5,0.137256219,1.302429085,1.301958494,2.01434846,0.984554324,1.645581408,0.985000749,2.40749911,0.985272431,0.692268271,2.013645953,1.301950628,0.693000757,1.64576816,0.425318103,0.692277448,2.827421067,0.69252352,2.407876835,0.425623323,0.984324326,0.425918966,1.302808904,0.184248646,2.014085162,0.184557355,3.272036464,0.425748112,0.425493186,0.183800281,2.826940258
120,-0.388062599,2.5,32.5,-1.493625067,-0.527836948,-0.222410448,-0.526857323,-0.641253362,-0.38795006,-0.641629699,-0.031852684,-0.641185501,-0.527549877,-0.222813029,-0.730511249,-0.731069472,-0.387473252,-0.794130272,-0.731067668,-0.730823384,0.184329278,-0.641707881,-0.032044218,-0.794081555,-0.793686362,-0.832357026,-0.527511586,-0.222183502,-0.832016406,-0.794071201,-0.794176092,0.425220841,-0.832475282,-0.832610071
121,-0.527836948,7.5,32.5,-1.470435741,-0.388062599,-0.641253362,-0.641629699,-0.38795006,-0.526857323,-0.222410448,-0.731069472,-0.527549877,-0.731067668,-0.222813029,-0.730511249,-0.031852684,-0.793686362,-0.641707881,-0.641185501,-0.794130272,-0.387473252,-0.832357026,-0.527511586,-0.032044218,-0.794081555,-0.794176092,-0.7308453,-0.832016406,0.184329278,-0.730823384,-0.832610071,-0.222183502,-0.845475261,-0.844501725
122,-0.641629699,12.5,32.5,0.124702386,-0.527836948,-0.527549877,-0.731069472,-0.731067668,-0.641253362,-0.641707881,-0.793686362,-0.38795006,-0.388062599,-0.387473252,-0.794130272,-0.794176092,-0.527511586,-0.832357026,-0.832610071,-0.526857323,-0.7308453,-0.222813029,-0.730511249,-0.222410448,-0.641410128,-0.845475261,-0.641185501,-0.031852684,-0.832016406,-0.832506807,-0.222183502,-0.032044218,-0.794081555,-0.844501725
123,-0.731067668,17.5,32.5,-0.996639135,-0.794176092,-0.641629699,-0.793686362,-0.641707881,-0.731069472,-0.527549877,-0.7308453,-0.832610071,-0.527511586,-0.527836948,-0.832506807,-0.832357026,-0.844949051,-0.793719142,-0.845475261,-0.38795006,-0.641410128,-0.387473252,-0.794130272,-0.641253362,-0.222813029,-0.730511249,-0.832003722,-0.73013748,-0.387408231,-0.388062599,-0.845295283,-0.844501725,-0.526857323,-0.832633653
