id,y,z,latitude,longitude,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10
322,2.014135121,0.189128812,82.5,7.5,1,2,2,2,2,2,2,2,0,1
323,1.645566713,0.051006332,82.5,12.5,1,0,2,2,2,2,2,2,0,1
324,1.302455619,-0.000240669,82.5,17.5,1,0,2,2,2,2,2,2,0,1
325,0.985278268,1.809382042,82.5,22.5,0,1,2,2,2,2,2,2,0,1
326,0.692153286,-0.825327957,82.5,27.5,0,1,2,2,2,2,2,2,0,1
327,0.426145806,1.145470452,82.5,32.5,2,1,0,2,2,2,2,2,0,1
328,0.184268636,0.031573188,82.5,37.5,2,1,0,2,2,2,2,2,0,1
329,-0.032140779,-0.835205805,82.5,42.5,2,0,1,2,2,2,2,2,0,1
330,-0.222401659,-0.068763649,82.5,47.5,2,0,1,2,2,2,2,2,0,1
331,-0.387210581,0.746771687,82.5,52.5,2,2,1,0,2,2,2,2,0,1
332,-0.527541044,-0.425518734,82.5,57.5,2,2,1,0,2,2,2,2,0,1
333,-0.642047504,-0.772082235,82.5,62.5,2,2,0,1,2,2,2,2,0,1
334,-0.730563551,0.152764107,82.5,67.5,2,2,0,1,2,2,2,2,0,1
335,-0.793750627,0.988596845,82.5,72.5,2,2,2,1,0,2,2,2,0,1
336,-0.832333031,-0.073458335,82.5,77.5,2,2,2,1,0,2,2,2,0,1
337,-0.845502297,-1.387026554,82.5,82.5,2,2,2,0,1,2,2,2,0,1
338,-0.832786376,-1.306675904,82.5,87.5,2,2,2,0,1,2,2,2,0,1
339,-0.794528407,-0.768395325,82.5,92.5,2,2,2,2,1,2,2,2,0,1
340,-0.730896576,-0.527108125,82.5,97.5,2,2,2,2,1,2,2,2,0,1
341,2.827267329,-0.021427065,87.5,2.5,1,2,2,2,2,2,2,2,0,1
342,2.408267867,0.670498071,87.5,7.5,1,2,2,2,2,2,2,2,0,1
343,2.013825549,-0.434617039,87.5,12.5,1,0,2,2,2,2,2,2,0,1
344,1.645084665,-1.113879783,87.5,17.5,1,0,2,2,2,2,2,2,0,1
345,1.302745708,0.607105995,87.5,22.5,0,1,2,2,2,2,2,2,0,1
346,0.984922636,0.275456969,87.5,27.5,0,1,2,2,2,2,2,2,0,1
347,0.692992197,1.157347069,87.5,32.5,2,1,0,2,2,2,2,2,0,1
348,0.425177709,-1.682480859,87.5,37.5,2,1,0,2,2,2,2,2,0,1
349,0.184296917,0.087319089,87.5,42.5,2,0,1,2,2,2,2,2,0,1
350,-0.03126762,1.353361894,87.5,47.5,2,0,1,2,2,2,2,2,0,1
351,-0.222029996,0.724173801,87.5,52.5,2,2,1,0,2,2,2,2,0,1
352,-0.387931784,-0.832552826,87.5,57.5,2,2,1,0,2,2,2,2,0,1
353,-0.526991323,0.732528487,87.5,62.5,2,2,0,1,2,2,2,2,0,1
354,-0.642082037,-0.87192687,87.5,67.5,2,2,0,1,2,2,2,2,0,1
355,-0.730863531,-0.453397511,87.5,72.5,2,2,2,1,0,2,2,2,0,1
356,-0.793703767,1.187534279,87.5,77.5,2,2,2,1,0,2,2,2,0,1
357,-0.83244114,-0.290145312,87.5,82.5,2,2,2,0,1,2,2,2,0,1
358,-0.844628009,0.828546145,87.5,87.5,2,2,2,0,1,2,2,2,0,1
359,-0.832441667,-0.291227709,87.5,92.5,2,2,2,2,1,2,2,2,0,1
360,-0.794683432,-1.576362405,87.5,97.5,2,2,2,2,1,2,2,2,0,1
361,3.271636649,-0.848815697,92.5,2.5,1,2,2,2,2,2,2,2,2,1
362,2.826827918,-1.088519862,92.5,7.5,1,2,2,2,2,2,2,2,2,1
363,2.407715395,-0.484290571,92.5,12.5,1,0,2,2,2,2,2,2,2,1
364,2.01387183,-0.336311209,92.5,17.5,1,0,2,2,2,2,2,2,2,1
365,1.645463156,-0.153357891,92.5,22.5,0,1,2,2,2,2,2,2,2,1
366,1.302333321,-0.243247229,92.5,27.5,0,1,2,2,2,2,2,2,2,1
367,0.985266638,1.892202042,92.5,32.5,2,1,0,2,2,2,2,2,2,1
368,0.69202713,-1.385998337,92.5,37.5,2,1,0,2,2,2,2,2,2,1
369,0.425477967,-0.414824301,92.5,42.5,2,0,1,2,2,2,2,2,2,1
370,0.184426439,0.349081528,92.5,47.5,2,0,1,2,2,2,2,2,2,1
371,-0.031256497,1.628442266,92.5,52.5,2,2,1,0,2,2,2,2,2,1
372,-0.222321802,0.088521896,92.5,57.5,2,2,1,0,2,2,2,2,2,1
373,-0.387075261,1.239150708,92.5,62.5,2,2,0,1,2,2,2,2,2,1
374,-0.527838124,-1.644555536,92.5,67.5,2,2,0,1,2,2,2,2,2,1
375,-0.641188574,1.446356525,92.5,72.5,2,2,2,1,0,2,2,2,2,1
376,-0.73096465,-0.690560172,92.5,77.5,2,2,2,1,0,2,2,2,2,1
377,-0.794313886,-0.276431085,92.5,82.5,2,2,2,0,1,2,2,2,2,1
378,-0.832750856,-1.10941876,92.5,87.5,2,2,2,0,1,2,2,2,2,1
379,-0.844934742,0.133869316,92.5,92.5,2,2,2,2,1,2,2,2,2,1
380,-0.831799106,1.785339052,92.5,97.5,2,2,2,2,1,2,2,2,2,1
381,3.742506635,2.422163355,97.5,2.5,1,2,2,2,2,2,2,2,2,1
382,3.271570594,-1.076828902,97.5,7.5,1,2,2,2,2,2,2,2,2,1
383,2.827515604,0.48594111,97.5,12.5,1,0,2,2,2,2,2,2,2,1
384,2.408451892,1.388521739,97.5,17.5,1,0,2,2,2,2,2,2,2,1
385,2.01394075,-0.195656817,97.5,22.5,0,1,2,2,2,2,2,2,2,1
386,1.645430784,-0.218174798,97.5,27.5,0,1,2,2,2,2,2,2,2,1
387,1.302303218,-0.304777955,97.5,32.5,2,1,0,2,2,2,2,2,2,1
388,0.985070475,0.597832724,97.5,37.5,2,1,0,2,2,2,2,2,2,1
389,0.693027405,1.397429411,97.5,42.5,2,0,1,2,2,2,2,2,2,1
390,0.426005418,0.687619761,97.5,47.5,2,0,1,2,2,2,2,2,2,1
391,0.184412568,0.320188014,97.5,52.5,2,2,1,0,2,2,2,2,2,1
392,-0.03191504,-0.301869926,97.5,57.5,2,2,1,0,2,2,2,2,2,1
393,-0.222123794,0.498348686,97.5,62.5,2,2,0,1,2,2,2,2,2,1
394,-0.387821306,-0.549536918,97.5,67.5,2,2,0,1,2,2,2,2,2,1
395,-0.527471333,-0.279256504,97.5,72.5,2,2,2,1,0,2,2,2,2,1
396,-0.641240746,1.096513443,97.5,77.5,2,2,2,1,0,2,2,2,2,1
397,-0.730423476,0.442013088,97.5,82.5,2,2,2,0,1,2,2,2,2,1
398,-0.794053846,0.241016294,97.5,87.5,2,2,2,0,1,2,2,2,2,1
399,-0.832424236,-0.255607655,97.5,92.5,2,2,2,2,1,2,2,2,2,1
400,-0.844594825,0.931032901,97.5,97.5,2,2,2,2,1,2,2,2,2,1
