,id,y,longitude,latitude,z,nn0,nn1,nn2,nn3,nn4,nn5,nn6,nn7,nn8,nn9,nn10,nn11,nn12,nn13,nn14,nn15,nn16,nn17,nn18,nn19,nn20,nn21,nn22,nn23,nn24,nn25,nn26,nn27,nn28,nn29,lon_group,lat_group,s_id,lon_group1,lon_group2,lon_group3,lon_group4,lon_group5,lat_group1,lat_group2,lat_group3,lat_group4,lat_group5
103,103,-0.793686362,17.5,27.5,1.8484819019999998,-0.731069472,-0.832610071,-0.8323570259999999,-0.731067668,-0.7941760920000001,-0.7941302720000001,-0.641629699,-0.8454752609999999,-0.844501725,-0.641707881,-0.844949051,-0.641253362,-0.832506807,-0.5278369479999999,-0.527549877,-0.7308453,-0.8326336529999999,-0.7305112490000001,-0.8320037220000001,-0.8320164059999999,-0.793685069,-0.38795006,-0.794081555,-0.793719142,-0.527511586,-0.832504028,-0.526857323,-0.83263343,-0.844653098,-0.641185501,1,2,2,1,0,2,2,2,0,1,2,2,2
104,104,-0.832610071,22.5,27.5,-0.666773409,-0.844949051,-0.7941760920000001,-0.793686362,-0.8454752609999999,-0.8323570259999999,-0.731067668,-0.832506807,-0.8320037220000001,-0.731069472,-0.7308453,-0.832504028,-0.8326336529999999,-0.794284667,-0.641629699,-0.844501725,-0.641707881,-0.793685069,-0.793719142,-0.845295283,-0.7941302720000001,-0.8320164059999999,-0.832530885,-0.527549877,-0.730473383,-0.794673052,-0.641410128,-0.7942371979999999,-0.641253362,-0.73013748,-0.7305112490000001,2,2,2,0,1,2,2,2,0,1,2,2,2
105,105,-0.844949051,27.5,27.5,0.105513812,-0.832504028,-0.832610071,-0.8320037220000001,-0.832506807,-0.794284667,-0.845295283,-0.8454752609999999,-0.7941760920000001,-0.793719142,-0.7942371979999999,-0.793685069,-0.793686362,-0.731067668,-0.7308453,-0.832530885,-0.730473383,-0.8323570259999999,-0.83275254,-0.73073327,-0.8326336529999999,-0.8452159290000001,-0.641707881,-0.844501725,-0.641254965,-0.730545805,-0.731069472,-0.73013748,-0.73042771,-0.7946533090000001,-0.64128446,2,2,2,0,1,2,2,2,0,1,2,2,2
106,106,-0.832504028,32.5,27.5,-0.422255882,-0.7942371979999999,-0.845295283,-0.794284667,-0.844949051,-0.73073327,-0.832506807,-0.83275254,-0.8320037220000001,-0.832610071,-0.832530885,-0.730473383,-0.730545805,-0.793685069,-0.7941760920000001,-0.8452159290000001,-0.641254965,-0.8454752609999999,-0.64128446,-0.793719142,-0.7946533090000001,-0.526926624,-0.8319695090000001,-0.8326336529999999,-0.7308453,-0.794600845,-0.641632494,-0.793686362,-0.642061542,-0.83207252,-0.5268270310000001,2,2,2,2,1,0,2,2,0,1,2,2,2
107,107,-0.7942371979999999,37.5,27.5,-0.122350172,-0.73073327,-0.83275254,-0.730545805,-0.832504028,-0.845295283,-0.7946533090000001,-0.64128446,-0.794284667,-0.641254965,-0.8452159290000001,-0.641632494,-0.844949051,-0.526926624,-0.8319695090000001,-0.730473383,-0.7305501409999999,-0.526958995,-0.832506807,-0.8320037220000001,-0.832530885,-0.793685069,-0.7946176559999999,-0.793719142,-0.387220354,-0.5268270310000001,-0.832610071,-0.5273439839999999,-0.83207252,-0.844959482,-0.642061542,2,2,2,2,1,0,2,2,0,1,2,2,2
108,108,-0.730545805,42.5,27.5,0.188193035,-0.7942371979999999,-0.64128446,-0.7946533090000001,-0.641632494,-0.73073327,-0.526958995,-0.7305501409999999,-0.83275254,-0.8319695090000001,-0.5273439839999999,-0.832504028,-0.526926624,-0.6414196560000001,-0.794284667,-0.845295283,-0.641254965,-0.7946176559999999,-0.8452159290000001,-0.387055656,-0.387220354,-0.730473383,-0.832530885,-0.222805874,-0.7306615759999999,-0.844959482,-0.387768391,-0.387501014,-0.844949051,-0.222056855,-0.5268270310000001,3,2,2,2,0,1,2,2,0,1,2,2,2
109,109,-0.641632494,47.5,27.5,0.11916095800000001,-0.730545805,-0.7305501409999999,-0.5273439839999999,-0.526958995,-0.387055656,-0.7946533090000001,-0.64128446,-0.6414196560000001,-0.7942371979999999,-0.387220354,-0.7946176559999999,-0.387501014,-0.222805874,-0.22259972,-0.527571728,-0.83275254,-0.7306615759999999,-0.526926624,-0.73073327,-0.8319695090000001,-0.8452159290000001,-0.6422010979999999,-0.641254965,-0.031809704,-0.832504028,-0.222603894,-0.222056855,-0.831898987,-0.794284667,-0.844959482,3,2,2,2,0,1,2,2,0,1,2,2,2
110,110,-0.5273439839999999,52.5,27.5,-0.025092551,-0.387501014,-0.387055656,-0.6414196560000001,-0.641632494,-0.526958995,-0.7305501409999999,-0.527571728,-0.22259972,-0.7306615759999999,-0.730545805,-0.222603894,-0.222805874,-0.7946533090000001,-0.031456185,-0.7946176559999999,-0.387220354,-0.6422010979999999,-0.387555806,-0.64128446,-0.031809704,0.18454937,-0.8319695090000001,-0.526863801,-0.526926624,-0.031603112,-0.7942371979999999,-0.7942909309999999,-0.032009485,-0.2219086,0.183893748,3,2,2,2,2,1,0,2,0,1,2,2,2
111,111,-0.387501014,57.5,27.5,0.108072728,-0.222603894,-0.22259972,-0.5273439839999999,-0.527571728,-0.031456185,-0.387555806,-0.387055656,-0.6414196560000001,-0.6422010979999999,-0.032009485,-0.641632494,-0.031809704,-0.526863801,-0.526958995,0.18454937,0.184752682,-0.7305501409999999,-0.2219086,-0.222805874,-0.7306615759999999,-0.387693196,-0.7946176559999999,0.425268339,-0.387220354,0.183893748,-0.730545805,0.183746388,-0.730263562,-0.642193494,0.426191085,3,2,2,2,2,1,0,2,0,1,2,2,2
112,112,-0.222603894,62.5,27.5,-0.485435236,-0.031456185,-0.387501014,-0.387555806,-0.032009485,0.184752682,-0.527571728,-0.22259972,-0.2219086,-0.5273439839999999,-0.526863801,0.183746388,0.18454937,0.425227378,-0.6422010979999999,-0.387693196,-0.387055656,0.425268339,-0.031809704,-0.031260003,-0.6414196560000001,0.6922641959999999,-0.222805874,-0.7306615759999999,-0.22259595,0.425493186,-0.641632494,-0.642193494,0.426191085,-0.5268265320000001,0.183893748,4,2,2,2,2,0,1,2,0,1,2,2,2
113,113,-0.032009485,67.5,27.5,-0.504217131,-0.222603894,0.183746388,-0.2219086,0.184752682,-0.031456185,0.425227378,-0.031260003,-0.387555806,0.425493186,-0.387693196,0.425268339,-0.387501014,0.6922641959999999,0.183800281,-0.527571728,0.18454937,-0.22259595,-0.526863801,0.692141296,-0.22259972,-0.031809704,-0.032244355,0.985063362,-0.6422010979999999,0.69283147,-0.5273439839999999,-0.5268265320000001,0.692277448,0.426191085,-0.642193494,4,2,2,2,2,0,1,2,0,1,2,2,2
114,114,0.183746388,72.5,27.5,-1.66109908,0.425493186,0.425227378,-0.031260003,-0.032009485,0.692141296,0.183800281,0.184752682,-0.2219086,-0.22259595,0.6922641959999999,0.692277448,-0.222603894,-0.387693196,-0.387555806,-0.031456185,0.425268339,0.425623323,0.985063362,0.984324326,-0.032244355,0.18454937,0.18424864600000002,-0.526863801,1.3028089040000002,0.985000749,-0.387501014,0.9848299540000001,-0.387169066,-0.222443082,-0.5268265320000001,4,2,2,2,2,2,1,0,0,1,2,2,2
115,115,0.425493186,77.5,27.5,-0.382333727,0.183800281,0.183746388,0.692277448,0.692141296,-0.031260003,0.425623323,0.984324326,0.425227378,0.985063362,-0.032009485,0.985000749,-0.032244355,0.6930007570000001,0.18424864600000002,-0.2219086,0.184752682,0.6922641959999999,1.3028089040000002,1.301950628,-0.22259595,0.42531810299999995,1.64576816,-0.387693196,0.425268339,-0.222603894,-0.222443082,1.301958494,1.30259452,-0.031456185,1.6455814080000002,4,2,2,2,2,2,1,0,0,1,2,2,2
116,116,0.692277448,82.5,27.5,-0.512650258,0.985000749,0.425623323,0.984324326,0.425493186,0.692141296,0.6930007570000001,0.183800281,1.301950628,0.183746388,1.301958494,0.18424864600000002,1.3028089040000002,1.6455814080000002,0.985063362,0.425227378,-0.031260003,0.9845543240000001,0.42531810299999995,-0.032244355,1.64576816,0.6922641959999999,0.692268271,-0.22259595,2.013645953,-0.032009485,-0.032268436,1.6458601169999998,1.645610344,2.0140851619999998,0.184557355,5,2,2,2,2,2,0,1,0,1,2,2,2
117,117,0.985000749,87.5,27.5,2.701891,0.6930007570000001,1.301958494,0.692277448,1.301950628,0.9845543240000001,1.6455814080000002,0.425623323,0.984324326,1.64576816,0.425493186,1.645610344,0.42531810299999995,0.692141296,0.18424864600000002,2.013645953,1.3028089040000002,1.302429085,2.01434846,0.692268271,0.183800281,2.40749911,0.985063362,0.985272431,-0.032244355,0.184557355,2.0140851619999998,0.183746388,2.407876835,-0.032268436,1.6458601169999998,5,2,2,2,2,2,0,1,0,1,2,2,2
118,118,1.301958494,92.5,27.5,-1.362116231,0.985000749,0.9845543240000001,1.645610344,1.6455814080000002,0.6930007570000001,1.301950628,2.01434846,1.302429085,2.013645953,0.692277448,0.692268271,0.985272431,0.42531810299999995,0.984324326,0.425623323,2.40749911,1.64576816,1.3028089040000002,0.18424864600000002,0.425493186,0.425918966,2.407876835,0.184557355,0.69252352,2.827421067,0.183800281,0.692141296,2.0140851619999998,1.6458601169999998,-0.032268436,5,2,2,2,2,2,2,1,0,1,2,2,2
119,119,1.645610344,97.5,27.5,0.137256219,1.302429085,1.301958494,2.01434846,0.9845543240000001,1.6455814080000002,0.985000749,2.40749911,0.985272431,0.692268271,2.013645953,1.301950628,0.6930007570000001,1.64576816,0.42531810299999995,0.692277448,2.827421067,0.69252352,2.407876835,0.425623323,0.984324326,0.425918966,1.3028089040000002,0.18424864600000002,2.0140851619999998,0.184557355,3.2720364639999997,0.425748112,0.425493186,0.183800281,2.826940258,5,2,2,2,2,2,2,1,0,1,2,2,2
120,120,-0.388062599,2.5,32.5,-1.493625067,-0.5278369479999999,-0.222410448,-0.526857323,-0.641253362,-0.38795006,-0.641629699,-0.031852684,-0.641185501,-0.527549877,-0.222813029,-0.7305112490000001,-0.731069472,-0.38747325200000005,-0.7941302720000001,-0.731067668,-0.730823384,0.184329278,-0.641707881,-0.032044218,-0.794081555,-0.793686362,-0.8323570259999999,-0.527511586,-0.222183502,-0.8320164059999999,-0.794071201,-0.7941760920000001,0.425220841,-0.832475282,-0.832610071,1,2,2,1,2,2,2,2,2,1,0,2,2
121,121,-0.5278369479999999,7.5,32.5,-1.470435741,-0.388062599,-0.641253362,-0.641629699,-0.38795006,-0.526857323,-0.222410448,-0.731069472,-0.527549877,-0.731067668,-0.222813029,-0.7305112490000001,-0.031852684,-0.793686362,-0.641707881,-0.641185501,-0.7941302720000001,-0.38747325200000005,-0.8323570259999999,-0.527511586,-0.032044218,-0.794081555,-0.7941760920000001,-0.7308453,-0.8320164059999999,0.184329278,-0.730823384,-0.832610071,-0.222183502,-0.8454752609999999,-0.844501725,1,2,2,1,2,2,2,2,2,1,0,2,2
122,122,-0.641629699,12.5,32.5,0.124702386,-0.5278369479999999,-0.527549877,-0.731069472,-0.731067668,-0.641253362,-0.641707881,-0.793686362,-0.38795006,-0.388062599,-0.38747325200000005,-0.7941302720000001,-0.7941760920000001,-0.527511586,-0.8323570259999999,-0.832610071,-0.526857323,-0.7308453,-0.222813029,-0.7305112490000001,-0.222410448,-0.641410128,-0.8454752609999999,-0.641185501,-0.031852684,-0.8320164059999999,-0.832506807,-0.222183502,-0.032044218,-0.794081555,-0.844501725,1,2,2,1,0,2,2,2,2,1,0,2,2
123,123,-0.731067668,17.5,32.5,-0.996639135,-0.7941760920000001,-0.641629699,-0.793686362,-0.641707881,-0.731069472,-0.527549877,-0.7308453,-0.832610071,-0.527511586,-0.5278369479999999,-0.832506807,-0.8323570259999999,-0.844949051,-0.793719142,-0.8454752609999999,-0.38795006,-0.641410128,-0.38747325200000005,-0.7941302720000001,-0.641253362,-0.222813029,-0.7305112490000001,-0.8320037220000001,-0.73013748,-0.387408231,-0.388062599,-0.845295283,-0.844501725,-0.526857323,-0.8326336529999999,1,2,2,1,0,2,2,2,2,1,0,2,2
124,124,-0.7941760920000001,22.5,32.5,-0.001822614,-0.832610071,-0.7308453,-0.832506807,-0.731067668,-0.793686362,-0.793719142,-0.641707881,-0.844949051,-0.641410128,-0.845295283,-0.641629699,-0.8454752609999999,-0.832530885,-0.8323570259999999,-0.832504028,-0.731069472,-0.527549877,-0.73013748,-0.8320037220000001,-0.527511586,-0.794284667,-0.794600845,-0.38747325200000005,-0.7941302720000001,-0.83275254,-0.527471334,-0.8326336529999999,-0.5278369479999999,-0.641253362,-0.387408231,2,2,2,0,1,2,2,2,2,1,0,2,2
125,125,-0.832506807,27.5,32.5,-0.42825888100000004,-0.844949051,-0.7941760920000001,-0.793719142,-0.845295283,-0.832530885,-0.7308453,-0.832504028,-0.832610071,-0.83275254,-0.731067668,-0.8320037220000001,-0.73013748,-0.7942371979999999,-0.794600845,-0.641410128,-0.793686362,-0.641707881,-0.794284667,-0.8452159290000001,-0.8454752609999999,-0.83207252,-0.73073327,-0.8323570259999999,-0.527511586,-0.7946533090000001,-0.641629699,-0.793685069,-0.642187274,-0.730473383,-0.8326336529999999,2,2,2,0,1,2,2,2,2,1,0,2,2
126,126,-0.845295283,32.5,32.5,-0.613671606,-0.83275254,-0.832504028,-0.832530885,-0.832506807,-0.7942371979999999,-0.793719142,-0.844949051,-0.8452159290000001,-0.7941760920000001,-0.794600845,-0.7946533090000001,-0.794284667,-0.832610071,-0.7308453,-0.73073327,-0.8319695090000001,-0.73013748,-0.83207252,-0.730545805,-0.8320037220000001,-0.641410128,-0.64128446,-0.844959482,-0.8454752609999999,-0.7305501409999999,-0.730313165,-0.731067668,-0.730473383,-0.641254965,-0.793907681,2,2,2,2,1,0,2,2,2,1,0,2,2
127,127,-0.83275254,37.5,32.5,-2.024677845,-0.7942371979999999,-0.7946533090000001,-0.8452159290000001,-0.845295283,-0.832530885,-0.730545805,-0.832504028,-0.8319695090000001,-0.73073327,-0.83207252,-0.7305501409999999,-0.832506807,-0.844959482,-0.794600845,-0.64128446,-0.793719142,-0.641632494,-0.844949051,-0.7946176559999999,-0.794284667,-0.8320037220000001,-0.73013748,-0.526958995,-0.831898987,-0.641254965,-0.793907681,-0.6414196560000001,-0.7941760920000001,-0.730473383,-0.730313165,2,2,2,2,1,0,2,2,2,1,0,2,2
128,128,-0.7946533090000001,42.5,32.5,-1.22474795,-0.8319695090000001,-0.730545805,-0.7305501409999999,-0.83275254,-0.7946176559999999,-0.641632494,-0.8452159290000001,-0.7942371979999999,-0.6414196560000001,-0.844959482,-0.845295283,-0.64128446,-0.5273439839999999,-0.831898987,-0.526958995,-0.832504028,-0.83207252,-0.832530885,-0.73073327,-0.7306615759999999,-0.794600845,-0.794284667,-0.7942909309999999,-0.387055656,-0.832506807,-0.832672955,-0.527571728,-0.526926624,-0.793907681,-0.641254965,3,2,2,2,0,1,2,2,2,1,0,2,2
129,129,-0.7305501409999999,47.5,32.5,0.17951644100000003,-0.6414196560000001,-0.641632494,-0.7946533090000001,-0.7946176559999999,-0.8319695090000001,-0.5273439839999999,-0.7306615759999999,-0.730545805,-0.526958995,-0.527571728,-0.831898987,-0.83275254,-0.7942371979999999,-0.7942909309999999,-0.64128446,-0.387501014,-0.844959482,-0.387055656,-0.8452159290000001,-0.6422010979999999,-0.73073327,-0.22259972,-0.730263562,-0.83207252,-0.387555806,-0.845510712,-0.387220354,-0.845295283,-0.222805874,-0.526926624,3,2,2,2,0,1,2,2,2,1,0,2,2
130,130,-0.6414196560000001,52.5,32.5,0.567620594,-0.527571728,-0.7306615759999999,-0.7305501409999999,-0.5273439839999999,-0.6422010979999999,-0.387501014,-0.641632494,-0.7946176559999999,-0.7942909309999999,-0.387055656,-0.387555806,-0.7946533090000001,-0.526863801,-0.831898987,-0.22259972,-0.730545805,-0.730263562,-0.222603894,-0.8319695090000001,-0.526958995,-0.031456185,-0.844959482,-0.642193494,-0.64128446,-0.2219086,-0.222805874,-0.83275254,-0.83219228,-0.387693196,-0.7943471040000001,3,2,2,2,2,1,0,2,2,1,0,2,2
131,131,-0.527571728,57.5,32.5,-0.492877354,-0.387555806,-0.6422010979999999,-0.387501014,-0.6414196560000001,-0.5273439839999999,-0.222603894,-0.7306615759999999,-0.526863801,-0.7305501409999999,-0.730263562,-0.22259972,-0.2219086,-0.031456185,-0.387055656,-0.032009485,-0.387693196,-0.7946176559999999,-0.642193494,-0.641632494,-0.7942909309999999,-0.526958995,-0.831898987,-0.5268265320000001,0.184752682,-0.7943471040000001,-0.031260003,-0.7946533090000001,-0.031809704,0.18454937,-0.7305138609999999,3,2,2,2,2,1,0,2,2,1,0,2,2
132,132,-0.387555806,62.5,32.5,6.29e-05,-0.222603894,-0.527571728,-0.2219086,-0.526863801,-0.6422010979999999,-0.387501014,-0.387693196,-0.032009485,-0.031260003,-0.642193494,-0.031456185,-0.6414196560000001,-0.5273439839999999,-0.5268265320000001,-0.22259595,-0.22259972,0.183746388,-0.7306615759999999,-0.730263562,0.184752682,0.425227378,-0.387169066,-0.7942909309999999,-0.387055656,-0.7305138609999999,0.183800281,0.18454937,-0.7305501409999999,-0.7943471040000001,-0.642181845,4,2,2,2,2,0,1,2,2,1,0,2,2
133,133,-0.2219086,67.5,32.5,1.122889643,-0.387693196,-0.032009485,-0.387555806,-0.031260003,0.183746388,-0.22259595,-0.526863801,-0.222603894,0.183800281,-0.5268265320000001,0.184752682,-0.527571728,-0.032244355,-0.031456185,-0.642193494,-0.387169066,0.425227378,-0.387501014,0.425493186,-0.6422010979999999,-0.222443082,-0.22259972,-0.730263562,0.692141296,-0.6414196560000001,-0.642181845,0.425623323,0.425268339,-0.7305138609999999,0.18454937,4,2,2,2,2,0,1,2,2,1,0,2,2
134,134,-0.031260003,72.5,32.5,1.439855743,-0.2219086,-0.22259595,0.183800281,0.183746388,-0.032244355,-0.032009485,0.425493186,-0.387693196,-0.387169066,0.425623323,-0.387555806,0.425227378,0.692141296,0.18424864600000002,0.692277448,-0.5268265320000001,-0.526863801,0.184752682,-0.222603894,-0.222443082,-0.032268436,-0.031456185,-0.642193494,0.984324326,0.6930007570000001,-0.527571728,-0.527747364,0.6922641959999999,-0.642181845,-0.387501014,4,2,2,2,2,2,1,0,2,1,0,2,2
135,135,0.183800281,77.5,32.5,-1.097113768,-0.032244355,0.425493186,-0.031260003,0.425623323,-0.22259595,0.18424864600000002,0.183746388,0.692277448,0.692141296,-0.222443082,0.6930007570000001,-0.2219086,-0.032268436,0.985000749,0.984324326,0.425227378,-0.387693196,-0.032009485,-0.387169066,0.42531810299999995,1.301950628,0.184752682,-0.5268265320000001,0.184557355,-0.387106186,0.9845543240000001,-0.387555806,0.985063362,-0.22216703899999998,0.692268271,4,2,2,2,2,2,1,0,2,1,0,2,2
136,136,0.425623323,82.5,32.5,-0.11731956,0.183800281,0.692277448,0.18424864600000002,0.6930007570000001,0.42531810299999995,-0.032244355,0.425493186,0.985000749,0.9845543240000001,0.984324326,-0.031260003,-0.032268436,0.692141296,0.184557355,-0.22259595,1.301958494,0.692268271,0.183746388,1.301950628,-0.222443082,0.425227378,0.425918966,1.6455814080000002,-0.387169066,1.302429085,-0.2219086,1.3028089040000002,-0.22216703899999998,-0.031482628,1.645610344,5,2,2,2,2,2,0,1,2,1,0,2,2
137,137,0.6930007570000001,87.5,32.5,1.201498401,0.985000749,0.425623323,0.42531810299999995,0.9845543240000001,0.692268271,0.692277448,0.18424864600000002,1.301958494,0.183800281,1.302429085,1.301950628,0.184557355,1.6455814080000002,0.984324326,0.425918966,-0.032244355,0.425493186,1.645610344,0.985272431,-0.032268436,2.01434846,0.692141296,0.69252352,-0.222443082,-0.031260003,-0.031482628,1.64576816,0.18474575699999998,1.3028089040000002,-0.22216703899999998,5,2,2,2,2,2,0,1,2,1,0,2,2
138,138,0.9845543240000001,92.5,32.5,-0.469729581,1.302429085,0.6930007570000001,1.301958494,0.692268271,1.645610344,0.985000749,0.985272431,0.42531810299999995,0.425918966,1.6455814080000002,0.425623323,0.184557355,0.18424864600000002,0.69252352,1.301950628,0.692277448,2.01434846,-0.032268436,0.984324326,2.013645953,0.183800281,0.18474575699999998,-0.032244355,2.40749911,-0.031482628,0.425493186,1.64576816,0.425748112,-0.22216703899999998,1.3028089040000002,5,2,2,2,2,2,2,1,2,1,0,2,2
139,139,1.302429085,97.5,32.5,-0.052469485,0.9845543240000001,0.985272431,1.645610344,1.301958494,0.692268271,0.6930007570000001,2.01434846,0.69252352,1.6455814080000002,0.985000749,0.42531810299999995,0.425918966,0.184557355,1.301950628,2.40749911,0.425748112,0.425623323,0.692277448,2.013645953,0.18474575699999998,0.18424864600000002,0.984324326,-0.032268436,-0.031482628,1.64576816,0.183800281,2.827421067,0.183765135,0.425493186,-0.032244355,5,2,2,2,2,2,2,1,2,1,0,2,2
140,140,-0.222410448,2.5,37.5,-0.08610729800000001,-0.031852684,-0.388062599,-0.38795006,-0.5278369479999999,-0.222813029,-0.526857323,0.184329278,-0.527549877,-0.641253362,-0.032044218,-0.641629699,-0.38747325200000005,-0.731069472,-0.222183502,0.425220841,-0.641707881,-0.641185501,0.184419109,-0.7305112490000001,-0.527511586,-0.731067668,-0.387408231,-0.03129567,-0.793686362,-0.7941302720000001,0.6927179520000001,-0.7308453,-0.730823384,-0.641410128,-0.794081555,1,2,2,1,2,2,2,2,2,1,0,2,2
141,141,-0.38795006,7.5,37.5,-0.8876790179999999,-0.222813029,-0.527549877,-0.5278369479999999,-0.222410448,-0.38747325200000005,-0.388062599,-0.031852684,-0.641629699,-0.641253362,-0.641707881,-0.032044218,-0.526857323,0.184329278,-0.731069472,-0.527511586,-0.731067668,-0.222183502,-0.793686362,-0.387408231,-0.7308453,0.184419109,-0.7305112490000001,0.425220841,-0.7941302720000001,-0.641185501,-0.7941760920000001,-0.03129567,-0.641410128,-0.8323570259999999,-0.832610071,1,2,2,1,2,2,2,2,2,1,0,2,2
142,142,-0.527549877,12.5,37.5,-0.444684005,-0.38795006,-0.641629699,-0.641707881,-0.38747325200000005,-0.731067668,-0.222813029,-0.5278369479999999,-0.527511586,-0.7308453,-0.731069472,-0.222183502,-0.222410448,-0.641253362,-0.793686362,-0.7941760920000001,-0.031852684,-0.388062599,-0.387408231,-0.032044218,-0.641410128,-0.526857323,-0.832610071,0.184329278,-0.527471334,-0.03129567,-0.793719142,-0.7941302720000001,-0.73013748,-0.8323570259999999,-0.7305112490000001,1,2,2,1,0,2,2,2,2,1,0,2,2
143,143,-0.641707881,17.5,37.5,-0.029444879,-0.7308453,-0.731067668,-0.527549877,-0.527511586,-0.7941760920000001,-0.38747325200000005,-0.641629699,-0.641410128,-0.793686362,-0.38795006,-0.387408231,-0.793719142,-0.731069472,-0.832506807,-0.527471334,-0.222813029,-0.5278369479999999,-0.222183502,-0.73013748,-0.832610071,-0.844949051,-0.642187274,-0.032044218,-0.641253362,-0.832530885,-0.8323570259999999,-0.221917969,-0.222410448,-0.7941302720000001,-0.8454752609999999,1,2,2,1,0,2,2,2,2,1,0,2,2
144,144,-0.7308453,22.5,37.5,-0.413868849,-0.7941760920000001,-0.793719142,-0.641410128,-0.641707881,-0.731067668,-0.832506807,-0.527511586,-0.73013748,-0.527471334,-0.832610071,-0.832530885,-0.527549877,-0.793686362,-0.794600845,-0.387408231,-0.845295283,-0.641629699,-0.642187274,-0.38747325200000005,-0.844949051,-0.731069472,-0.832504028,-0.222183502,-0.730313165,-0.8454752609999999,-0.8452159290000001,-0.38795006,-0.388054584,-0.8323570259999999,-0.222813029,2,2,2,0,1,2,2,2,2,1,0,2,2
145,145,-0.793719142,27.5,37.5,1.113386023,-0.7308453,-0.832506807,-0.832530885,-0.73013748,-0.641410128,-0.845295283,-0.7941760920000001,-0.794600845,-0.642187274,-0.641707881,-0.8452159290000001,-0.844949051,-0.527471334,-0.83275254,-0.832610071,-0.527511586,-0.730313165,-0.832504028,-0.731067668,-0.83207252,-0.7942371979999999,-0.387408231,-0.793686362,-0.793907681,-0.8319695090000001,-0.8320037220000001,-0.527549877,-0.5277953439999999,-0.7946533090000001,-0.844959482,2,2,2,0,1,2,2,2,2,1,0,2,2
146,146,-0.832530885,32.5,37.5,-0.48099284200000003,-0.794600845,-0.845295283,-0.793719142,-0.8452159290000001,-0.832506807,-0.83207252,-0.83275254,-0.73013748,-0.8319695090000001,-0.7308453,-0.832504028,-0.730313165,-0.7942371979999999,-0.642187274,-0.7946533090000001,-0.7941760920000001,-0.641410128,-0.844959482,-0.793907681,-0.844949051,-0.832672955,-0.730545805,-0.832610071,-0.527471334,-0.7946176559999999,-0.641707881,-0.794284667,-0.6420226139999999,-0.831898987,-0.73073327,2,2,2,2,1,0,2,2,2,1,0,2,2
147,147,-0.8452159290000001,37.5,37.5,-0.433169033,-0.832530885,-0.83207252,-0.83275254,-0.8319695090000001,-0.7946533090000001,-0.794600845,-0.845295283,-0.844959482,-0.7942371979999999,-0.793719142,-0.793907681,-0.7946176559999999,-0.832506807,-0.73013748,-0.832504028,-0.832672955,-0.730313165,-0.7305501409999999,-0.831898987,-0.730545805,-0.642187274,-0.845510712,-0.641632494,-0.844949051,-0.73073327,-0.731082806,-0.7308453,-0.7306615759999999,-0.64128446,-0.794284667,2,2,2,2,1,0,2,2,2,1,0,2,2
148,148,-0.8319695090000001,42.5,37.5,0.696862577,-0.7946533090000001,-0.8452159290000001,-0.7946176559999999,-0.844959482,-0.831898987,-0.83275254,-0.83207252,-0.7305501409999999,-0.832530885,-0.7306615759999999,-0.832672955,-0.730545805,-0.7942371979999999,-0.794600845,-0.793907681,-0.845510712,-0.845295283,-0.7942909309999999,-0.6414196560000001,-0.641632494,-0.83219228,-0.832504028,-0.730313165,-0.5273439839999999,-0.6422010979999999,-0.793719142,-0.7944810409999999,-0.64128446,-0.526958995,-0.73073327,3,2,2,2,0,1,2,2,2,1,0,2,2
149,149,-0.7946176559999999,47.5,37.5,-1.056368413,-0.8319695090000001,-0.7306615759999999,-0.7305501409999999,-0.831898987,-0.6414196560000001,-0.844959482,-0.7946533090000001,-0.7942909309999999,-0.641632494,-0.845510712,-0.6422010979999999,-0.8452159290000001,-0.832672955,-0.730545805,-0.527571728,-0.5273439839999999,-0.83219228,-0.83275254,-0.730263562,-0.83207252,-0.7943471040000001,-0.793907681,-0.387501014,-0.7942371979999999,-0.832389411,-0.526863801,-0.526958995,-0.832530885,-0.845295283,-0.64128446,3,2,2,2,0,1,2,2,2,1,0,2,2
150,150,-0.7306615759999999,52.5,37.5,-0.040698475,-0.6422010979999999,-0.7946176559999999,-0.6414196560000001,-0.7942909309999999,-0.831898987,-0.7305501409999999,-0.730263562,-0.527571728,-0.5273439839999999,-0.526863801,-0.83219228,-0.8319695090000001,-0.845510712,-0.641632494,-0.7946533090000001,-0.387501014,-0.7943471040000001,-0.642193494,-0.844959482,-0.387555806,-0.7305138609999999,-0.222603894,-0.832672955,-0.730545805,-0.8452159290000001,-0.387693196,-0.845476537,-0.387055656,-0.8318416890000001,-0.2219086,3,2,2,2,2,1,0,2,2,1,0,2,2
151,151,-0.6422010979999999,57.5,37.5,-1.5515448219999999,-0.7306615759999999,-0.526863801,-0.730263562,-0.527571728,-0.7942909309999999,-0.6414196560000001,-0.387555806,-0.642193494,-0.387693196,-0.7946176559999999,-0.387501014,-0.7943471040000001,-0.7305138609999999,-0.2219086,-0.831898987,-0.83219228,-0.5273439839999999,-0.222603894,-0.5268265320000001,-0.7305501409999999,-0.641632494,-0.845510712,-0.642181845,-0.032009485,-0.8319695090000001,-0.8318416890000001,-0.22259595,-0.22259972,-0.387169066,-0.031456185,3,2,2,2,2,1,0,2,2,1,0,2,2
